score,flags,address,borough,zip,units,year_built,bldg_class,owner,per_door,market_value,value_basis,assessed_value_est,last_sale_price,last_sale_date,under_70k_door,low_rate_mtge_date,low_rate_mtge_amt,est_maturity_10yr,months_to_maturity,maturing_soon,lender,bbl,acris_mortgage_url,acris_parcel_url,pluto_url,lat,lon
69.5,maturing soon (est.),531 WEST 211 STREET,Manhattan,10034,42,1926,C1,CHAMP INWOOD CO,44024,1849000,assessed/0.45,1849000,,,True,2017-03-21,1235866.47,2027-03-21,8,True,PEAPACK-GLADSTONE BANK,1022290046,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017032300033002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2229&lot=46,https://zola.planning.nyc.gov/l/lot/1/2229/46,40.8678876,-73.9185379
69.5,maturing soon (est.),1125 EVERGREEN AVENUE,Bronx,10472,40,1930,C1,EVERGREEN ESTATES HOUSING DEVELOPMENT FU ND COMPANY,45675,1827000,assessed/0.45,1827000,,,True,2016-12-08,13694000.0,2026-12-08,5,True,BERKELEY POINT CAPITAL LLC,2037370070,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121400584001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3737&lot=70,https://zola.planning.nyc.gov/l/lot/2/3737/70,40.8262697,-73.8808335
69.5,maturing soon (est.); est. already matured,2205 FOSTER AVENUE,Brooklyn,11226,21,1931,C1,2205 FOSTER LLC,35381,743000,assessed/0.45,743000,,,True,2016-06-01,1089921.63,2026-06-01,-1,True,THE DIME SAVINGS BANK OF WILLIAMSBURGH,3052220093,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016060200461002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5222&lot=93,https://zola.planning.nyc.gov/l/lot/3/5222/93,40.6375142,-73.9563596
69.4,maturing soon (est.),760 HUNTS POINT AVENUE,Bronx,10474,48,1928,D1,"PLOVER HOUSING DEVELOPMENT FUND COMPANY,  INC.",42417,2036000,assessed/0.45,2036000,,,True,2017-04-19,5147695.0,2027-04-19,9,True,CITY OF NEW YORK ACTING BY AND THROUGH ITS DEPARTM,2027630195,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017042800983003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2763&lot=195,https://zola.planning.nyc.gov/l/lot/2/2763/195,40.8161755,-73.8871413
69.2,maturing soon (est.),2601 FARRAGUT ROAD,Brooklyn,11210,31,1931,C1,FARRAGUT LLC,41065,1273000,assessed/0.45,1273000,,,True,2016-09-09,290808.6,2026-09-09,2,True,JPMORGAN CHASE BANK NA,3052260001,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016091600613001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5226&lot=1,https://zola.planning.nyc.gov/l/lot/3/5226/1,40.6361703,-73.9521809
69.1,maturing soon (est.),1165 EVERGREEN AVENUE,Bronx,10472,39,1930,C7,EVERGREEN ESTATES HOUSING DEVELOPMENT FU ND COMPANY,46282,1805000,assessed/0.45,1805000,,,True,2016-12-08,13694000.0,2026-12-08,5,True,BERKELEY POINT CAPITAL LLC,2037370054,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121400584001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3737&lot=54,https://zola.planning.nyc.gov/l/lot/2/3737/54,40.8274887,-73.8811167
69.1,maturing soon (est.); est. already matured,2331 ANDREWS AVENUE NORTH,Bronx,10468,41,1924,C1,2327 ANDREWS REALTY LLC,29049,1191000,assessed/0.45,1191000,,,True,2016-02-23,1586569.02,2026-02-23,-5,True,CUSTOMERS BANK,2032250123,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016022500365003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3225&lot=123,https://zola.planning.nyc.gov/l/lot/2/3225/123,40.8620877,-73.9071642
68.9,maturing soon (est.); est. already matured,521 WEST 161 STREET,Manhattan,10032,30,1925,C1,FLAMURE REALTY CORP,34500,1035000,assessed/0.45,1035000,,,True,2016-05-16,1341540.16,2026-05-16,-2,True,"CAPITAL ONE, NATIONAL ASSOCIATION",1021200052,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016052600653001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2120&lot=52,https://zola.planning.nyc.gov/l/lot/1/2120/52,40.8361096,-73.9414198
68.8,maturing soon (est.),324 EAST 31 STREET,Brooklyn,11226,24,1931,C1,322 EQUITY LLC,46833,1124000,assessed/0.45,1124000,,,True,2016-12-07,654368.33,2026-12-07,5,True,DIME COMMUNITY BANK,3049470016,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121900635004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=4947&lot=16,https://zola.planning.nyc.gov/l/lot/3/4947/16,40.6425776,-73.9480001
68.8,maturing soon (est.); est. already matured,40 EAST 17 STREET,Brooklyn,11226,44,1928,D1,"17 ROSE ESTATES, LLC",29477,1297000,assessed/0.45,1297000,,,True,2016-02-25,1894555.75,2026-02-25,-5,True,FLUSHING BANK,3050770017,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016030100176003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5077&lot=17,https://zola.planning.nyc.gov/l/lot/3/5077/17,40.6500332,-73.9644922
68.6,maturing soon (est.),416 EAST 119 STREET,Manhattan,10035,48,1900,C4,414 EAST 119TH OWNER LLC,42000,2016000,assessed/0.45,2016000,,,True,2017-05-03,1543228.89,2027-05-03,10,True,SIGNATURE BANK,1018060041,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017051100213002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1806&lot=41,https://zola.planning.nyc.gov/l/lot/1/1806/41,40.7974541,-73.9334430
68.6,maturing soon (est.),3220 DECATUR AVENUE,Bronx,10467,36,1920,C1,FLISHMANS REALTY CORP,47111,1696000,assessed/0.45,1696000,,,True,2016-12-19,1800000.0,2026-12-19,5,True,"GREYSTONE SERVICING CORPORATION, INC.",2033540014,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016122300309001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3354&lot=14,https://zola.planning.nyc.gov/l/lot/2/3354/14,40.8742848,-73.8749113
68.5,maturing soon (est.),29 WEST 118 STREET,Manhattan,10026,20,1909,C4,"NEP WEST 119TH STREET PROPERTIES, LLC",33500,670000,assessed/0.45,670000,,,True,2017-10-04,761282.2,2027-10-04,15,True,SIGNATURE BANK,1017170019,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017101000860003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1717&lot=19,https://zola.planning.nyc.gov/l/lot/1/1717/19,40.8028243,-73.9469430
68.4,maturing soon (est.); est. already matured,7802 21 AVENUE,Brooklyn,11214,35,1922,C1,"YOOHAN REALTY, LLC.",31914,1117000,assessed/0.45,1117000,,,True,2016-03-18,750000.0,2026-03-18,-4,True,"JPMORGAN CHASE BANK, N.A.",3062630038,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016032100958001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6263&lot=38,https://zola.planning.nyc.gov/l/lot/3/6263/38,40.6077741,-73.9917923
68.2,maturing soon (est.),2621 BRIGGS AVENUE,Bronx,10458,50,1922,C7,RENEWAL HOUSNG DEV FUND,45960,2298000,assessed/0.45,2298000,,,True,2017-03-01,100000.0,2027-03-01,8,True,CITY OF NEW YORK THROUGH DEPARTMENT OF,2032930135,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017030700077003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3293&lot=135,https://zola.planning.nyc.gov/l/lot/2/3293/135,40.8649191,-73.8931578
68.2,maturing soon (est.); est. already matured,2323 CRESTON AVENUE,Bronx,10468,37,1923,C1,"NEF ASSIGNMENT CORPORATION, AS NOMINEE",33919,1255000,assessed/0.45,1255000,,,True,2016-04-20,3156690.0,2026-04-20,-3,True,"THE CITY OF NEW YORK, ACTING BY AND THROUGH ITS",2031720028,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016050500730005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3172&lot=28,https://zola.planning.nyc.gov/l/lot/2/3172/28,40.8586981,-73.9007088
67.8,maturing soon (est.); est. already matured; satisfaction recorded since,2415 DAVIDSON AVENUE,Bronx,10468,37,1922,C1,2415 HOUSING LLC,29405,1088000,assessed/0.45,1088000,,,True,2016-01-25,3875000.0,2026-01-25,-6,True,NEW YORK COMMUNITY BANK,2031990034,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016020200219002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3199&lot=34,https://zola.planning.nyc.gov/l/lot/2/3199/34,40.8620487,-73.9031260
67.8,maturing soon (est.); financed/sold since (may be refinanced),185 EAST 159 STREET,Bronx,10451,30,1938,D1,EITAN MGT. LLC,26767,803000,assessed/0.45,803000,,,True,2017-01-13,805253.57,2027-01-13,6,True,"JPMORGAN CHASE BANK, NA",2024590055,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017013000492003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2459&lot=55,https://zola.planning.nyc.gov/l/lot/2/2459/55,40.8258547,-73.9219208
67.7,maturing soon (est.); est. already matured,220 AUDUBON AVENUE,Manhattan,10033,37,1920,D1,NEALCO TOWERS LLC,38189,1413000,assessed/0.45,1413000,,,True,2016-06-14,1433181.95,2026-06-14,-1,True,"CAPITAL ONE, NATIONAL ASSOCIATION",1021330050,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016062100313001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2133&lot=50,https://zola.planning.nyc.gov/l/lot/1/2133/50,40.8458250,-73.9348331
67.7,maturing soon (est.),1738 CROTONA PARK EAST,Bronx,10460,50,1922,C1,CROTONA ESTATES HDFC,46780,2339000,assessed/0.45,2339000,,,True,2016-11-22,11432400.0,2026-11-22,4,True,BERKELEY POINT CAPITAL LLC,2029400032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121302168001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2940&lot=32,https://zola.planning.nyc.gov/l/lot/2/2940/32,40.8382469,-73.8882423
67.7,maturing soon (est.),1426 BEACH AVENUE,Bronx,10460,34,1930,C1,1426 BEACH REALTY LLC,45029,1531000,assessed/0.45,1531000,,,True,2017-04-27,576015.73,2027-04-27,9,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2038990010,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017051900945001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3899&lot=10,https://zola.planning.nyc.gov/l/lot/2/3899/10,40.8359706,-73.8667077
67.6,maturing soon (est.); est. already matured,2333 CRESTON AVENUE,Bronx,10468,30,1915,C1,"NEF ASSIGNMENT CORPORATION, AS NOMINEE",34800,1044000,assessed/0.45,1044000,,,True,2016-04-20,3156690.0,2026-04-20,-3,True,"THE CITY OF NEW YORK, ACTING BY AND THROUGH ITS",2031720025,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016050500730005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3172&lot=25,https://zola.planning.nyc.gov/l/lot/2/3172/25,40.8588928,-73.9004952
67.6,maturing soon (est.),102 WEST 183 STREET,Bronx,10453,43,1931,D1,ANDREWS 102 LLC,27977,1203000,assessed/0.45,1203000,,,True,2018-02-20,1592087.25,2028-02-20,19,True,NEW YORK COMMUNITY BANK,2032240032,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018022200409002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3224&lot=32,https://zola.planning.nyc.gov/l/lot/2/3224/32,40.8599867,-73.9090145
67.6,maturing soon (est.),108 FENIMORE STREET,Brooklyn,11225,41,1931,D1,114 FENIMORE ASSOCIATES L.L.C.,36512,1497000,assessed/0.45,1497000,,,True,2017-09-05,1183647.83,2027-09-05,14,True,"SANTANDER BANK, N.A.",3050420031,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017090600185003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5042&lot=31,https://zola.planning.nyc.gov/l/lot/3/5042/31,40.6579335,-73.9586096
67.4,maturing soon (est.),272 EAST GUN HILL ROAD,Bronx,10467,49,1926,C1,272 ASSOCIATES LLC,40286,1974000,assessed/0.45,1974000,,,True,2016-07-28,58581.86,2026-07-28,0,True,"CAPITAL ONE, NATIONAL ASSOCIATION",2033430170,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016080300124001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3343&lot=170,https://zola.planning.nyc.gov/l/lot/2/3343/170,40.8792450,-73.8753540
67.4,maturing soon (est.),762 CAULDWELL AVENUE,Bronx,10456,20,1906,C1,762 CAULDWELL AVE HOUSING DEVELOPMENT FU ND CORP.,35200,704000,assessed/0.45,704000,,,True,2017-10-16,450000.0,2027-10-16,15,True,LOWER EAST SIDE PEOPLE'S FEDERAL CREDIT UNION,2026290011,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017102000018001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2629&lot=11,https://zola.planning.nyc.gov/l/lot/2/2629/11,40.8193753,-73.9081848
67.3,maturing soon (est.),409 WEST 127 STREET,Manhattan,10027,36,1926,C1,VICTOR SANCHEZ HOUSING DEVELOPMENT FUND  CORP.,47361,1705000,assessed/0.45,1705000,,,True,2017-03-24,1325182.0,2027-03-24,8,True,THE CITY OF NEW YORK DEPARTMENT OF HOUSING,1019670067,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017032701392004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1967&lot=67,https://zola.planning.nyc.gov/l/lot/1/1967/67,40.8131528,-73.9536469
67.3,maturing soon (est.),2964 VALENTINE AVENUE,Bronx,10458,37,1924,C1,2964 VALENTINE REALTY LLC,28378,1050000,assessed/0.45,1050000,,,True,2018-02-23,1712009.56,2028-02-23,19,True,CAPITAL ONE MULTIFAMILY FAMILY LLC,2033030005,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018022600375003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3303&lot=5,https://zola.planning.nyc.gov/l/lot/2/3303/5,40.8715162,-73.8862049
67.2,maturing soon (est.),114 NAGLE AVENUE,Manhattan,10040,25,1914,C7,114 MANAGMENT LLC,45800,1145000,assessed/0.45,1145000,,,True,2017-04-24,766216.46,2027-04-24,9,True,ASTORIA BANK,1021740086,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017050300607001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2174&lot=86,https://zola.planning.nyc.gov/l/lot/1/2174/86,40.8611056,-73.9270057
67.1,maturing soon (est.),106 EAST 117 STREET,Manhattan,10035,27,1910,C7,102-110 EAST 117TH STREET/1647 PARK AVENUE HOUSING DEVELOPMENT FUND CORP,26926,727000,assessed/0.45,727000,,,True,2018-03-22,1250000.0,2028-03-22,20,True,SAVOY BANK,1016440069,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018040500178002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1644&lot=69,https://zola.planning.nyc.gov/l/lot/1/1644/69,40.7996383,-73.9424849
67.1,maturing soon (est.),21 EAST 104 STREET,Manhattan,10029,32,1930,C1,LOTT LEGACY APARTMENTS HOUSING DEVELOPME NT FUND,42562,1362000,assessed/0.45,1362000,,,True,2017-06-29,265589.0,2027-06-29,11,True,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION,1016100009,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017071200481030,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=1610&lot=9,https://zola.planning.nyc.gov/l/lot/1/1610/9,40.7928051,-73.9510608
66.7,maturing soon (est.),191 EAST 17 STREET,Brooklyn,11226,47,1936,D1,"MENDEL BERGER, TRUSTEE",18936,890000,assessed/0.45,890000,,,True,2018-08-02,389202.77,2028-08-02,25,True,NEW YORK COMMERCIAL BANK,3051210060,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018080700710002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=5121&lot=60,https://zola.planning.nyc.gov/l/lot/3/5121/60,40.6461681,-73.9631177
66.4,maturing soon (est.),3232 HULL AVENUE,Bronx,10467,48,1925,C1,3232 HULL REALTY LLC,36688,1761000,assessed/0.45,1761000,,,True,2017-10-04,1400000.0,2027-10-04,15,True,NEW YORK COMMUNITY BANK,2033500019,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017101300493004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3350&lot=19,https://zola.planning.nyc.gov/l/lot/2/3350/19,40.8749716,-73.8754705
66.2,maturing soon (est.); est. already matured,1485 MACOMBS ROAD,Bronx,10452,49,1937,D1,MACOMBS PLACE LLC,28306,1387000,assessed/0.45,1387000,,,True,2015-11-17,1454202.23,2025-11-17,-8,True,NEW YORK COMMUNITY BANK,2028570028,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2015112300350004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2857&lot=28,https://zola.planning.nyc.gov/l/lot/2/2857/28,40.8424687,-73.9182979
66.2,maturing soon (est.); est. already matured,1492 PARK PLACE,Brooklyn,11213,24,1919,C7,"LIVONIA HOUSING DEVELOPMENT FUND COMPANY , INC.",30083,722000,assessed/0.45,722000,,,True,2015-12-30,2179821.0,2025-12-30,-7,True,"ENTERPRISE COMMUNITY LOAN FUND, INC.",3013740011,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016011300195037,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=1374&lot=11,https://zola.planning.nyc.gov/l/lot/3/1374/11,40.6720291,-73.9277390
66.1,maturing soon (est.),2682 CRESTON AVENUE,Bronx,10468,33,1927,C1,MH CRESTON LLC,45818,1512000,assessed/0.45,1512000,,,True,2016-09-14,993191.79,2026-09-14,2,True,CAPITAL ONE NA,2033140014,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016091501009004,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3314&lot=14,https://zola.planning.nyc.gov/l/lot/2/3314/14,40.8671958,-73.8946763
66.1,maturing soon (est.); satisfaction recorded since,486 EASTERN PARKWAY,Brooklyn,11225,24,1922,D1,PARKWAY PLAZA HOUSING CORP.,50958,1223000,assessed/0.45,1223000,,,True,2016-12-21,2000000.0,2026-12-21,5,True,DIME COMMUNITY BANK,3012680017,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016122700014001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=1268&lot=17,https://zola.planning.nyc.gov/l/lot/3/1268/17,40.6695057,-73.9522111
66.1,maturing soon (est.),2018 VOORHIES AVENUE,Brooklyn,11235,42,1938,C1,VOORHIES 2018 LLC,50976,2141000,assessed/0.45,2141000,,,True,2016-12-14,976622.56,2026-12-14,5,True,DIME COMMUNITY BANK,3087760007,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016121601018001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=8776&lot=7,https://zola.planning.nyc.gov/l/lot/3/8776/7,40.5860898,-73.9480981
66.0,maturing soon (est.),1684 WEST 2 STREET,Brooklyn,11223,22,1928,C1,PETER FIORICA LLC,45909,1010000,assessed/0.45,1010000,,,True,2017-05-25,405699.34,2027-05-25,10,True,BCB COMMUNITY BANK,3066290038,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017053000365001,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=3&block=6629&lot=38,https://zola.planning.nyc.gov/l/lot/3/6629/38,40.6065614,-73.9757698
65.7,maturing soon (est.),150 VERMILYEA AVENUE,Manhattan,10034,30,1911,C1,150-152 VERMILYEA LLC,46467,1394000,assessed/0.45,1394000,,,True,2016-09-15,3508264.93,2026-09-15,2,True,ORITANI FINANCE COMPANY,1022360025,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016091900007003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2236&lot=25,https://zola.planning.nyc.gov/l/lot/1/2236/25,40.8672081,-73.9202380
65.7,maturing soon (est.),12 CLIFFORD PLACE,Bronx,10453,27,1927,C1,12 CLIFFORD LLC,46407,1253000,assessed/0.45,1253000,,,True,2017-05-17,1072102.22,2027-05-17,10,True,PEAPACK-GLADSTONE BANK,2028480020,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017052301089002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2848&lot=20,https://zola.planning.nyc.gov/l/lot/2/2848/20,40.8461891,-73.9125971
65.5,maturing soon (est.),2085 WALTON AVENUE,Bronx,10453,42,1927,D1,MT. SHARON HOUSING DEVELOPMENT FUND CORP ORATION,41500,1743000,assessed/0.45,1743000,,,True,2017-08-24,1107009.0,2027-08-24,13,True,THE CITY OF NEW YORK ACTING THROUGH DEPARTMENT OF,2031790047,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017082900381006,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3179&lot=47,https://zola.planning.nyc.gov/l/lot/2/3179/47,40.8546429,-73.9057250
65.3,maturing soon (est.); satisfaction recorded since,377 EAST 153 STREET,Bronx,10455,25,1905,C1,377 PARTNERS LLC,52280,1307000,assessed/0.45,1307000,,,True,2016-12-14,2880000.0,2026-12-14,5,True,"ARBOR AGENCY LENDING, LLC",2024000033,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016122100411005,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=2400&lot=33,https://zola.planning.nyc.gov/l/lot/2/2400/33,40.8193109,-73.9173364
65.2,maturing soon (est.); est. already matured,3414 KNOX PLACE,Bronx,10467,37,1940,D1,3414 KNOX LLC,33351,1234000,assessed/0.45,1234000,,,True,2016-01-24,394387.46,2026-01-24,-6,True,PEAPACK-GLADSTONE BANK,2033240104,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2017012600282003,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3324&lot=104,https://zola.planning.nyc.gov/l/lot/2/3324/104,40.8814467,-73.8836602
65.1,maturing soon (est.),608 WEST 178 STREET,Manhattan,10033,21,1930,C1,610 WEST 178TH STREET HOUSEING DEVEL FUN D CORP,43952,923000,assessed/0.45,923000,,,True,2016-07-01,22994.0,2026-07-01,0,True,NEW YORK CITY HOUSING DEVELOPMENT CORPORATION,1021440038,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2016071300613007,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=1&block=2144&lot=38,https://zola.planning.nyc.gov/l/lot/1/2144/38,40.8474396,-73.9360424
65.1,maturing soon (est.),1500 PARKER STREET,Bronx,10462,31,1959,D1,"1500 PARKER STREET,",33516,1039000,assessed/0.45,1039000,,,True,2018-01-19,1000000.0,2028-01-19,18,True,APPLE BANK FOR SAVINGS,2039720003,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2018012400573002,https://a836-acris.nyc.gov/bblsearch/bblsearch.asp?borough=2&block=3972&lot=3,https://zola.planning.nyc.gov/l/lot/2/3972/3,40.8375268,-73.8488663
